"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2023-02-11 00:00:00","2023-02-11 21:50:00","South of Market","Missing Person","Missing Person","Open or Active","Southern","Found Person","220281757"
"2023-02-11 00:00:00","2023-02-11 21:50:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Unlocked Vehicle, <$50","230103282"
"2023-02-11 00:00:00","2023-02-11 22:00:00","Excelsior","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen & Recovered","230103715"
"2023-02-11 00:00:00","2023-02-11 22:00:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Northern","License Plate, Stolen","230104581"
"2023-02-11 00:00:00","2023-02-11 22:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","230104274"
"2023-02-11 00:00:00","2023-02-11 22:09:00","Mission","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Mission","Violation of Restraining Order","230103254"
"2023-02-11 00:00:00","2023-02-11 22:09:00","Mission","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Mission","Domestic Violence (secondary only)","230103254"
"2023-02-11 00:00:00","2023-02-11 22:20:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, >$950","230104183"
"2023-02-11 00:00:00","2023-02-11 22:30:00","Western Addition","Assault","Assault","Open or Active","Northern","Battery","230103301"
"2023-02-11 00:00:00","2023-02-11 22:30:00","Inner Sunset","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","230104321"
"2023-02-11 00:00:00","2023-02-11 22:32:00","South of Market","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Southern","Traffic Violation Arrest","230103323"
"2023-02-11 00:00:00","2023-02-11 22:35:00","Western Addition","Assault","Assault","Open or Active","Northern","Assault, Aggravated, W/ Force","230103298"
"2023-02-11 00:00:00","2023-02-11 22:35:00","Western Addition","Robbery","Robbery","Open or Active","Northern","Robbery, W/ Force","230103298"
"2023-02-11 00:00:00","2023-02-11 23:00:00","Potrero Hill","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, From Building, >$950","230105244"
"2023-02-11 00:00:00","2023-02-11 23:15:00","Glen Park","Burglary","Burglary","Open or Active","Ingleside","Burglary, Residence, Forcible Entry","230104729"
"2023-02-11 00:00:00","2023-02-11 23:15:00","Glen Park","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Vandalism to Property","230104729"
"2023-02-11 00:00:00","2023-02-11 23:30:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Person, $200-$950 (other than Pickpocket)","230104280"
"2023-02-11 00:00:00","2023-02-11 23:30:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen & Recovered","230104309"
"2023-02-11 00:00:00","2023-02-11 23:30:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","230106082"
"2023-02-11 00:00:00","2023-02-11 23:35:00","Tenderloin","Assault","Assault","Open or Active","Northern","Battery","230103367"
"2023-02-11 00:00:00","2023-02-11 23:42:00","Tenderloin","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Tenderloin","Traffic Violation Arrest","230103373"
"2023-02-11 00:00:00","2023-02-11 23:42:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Driving, License Suspended or Revoked","230103373"
"2023-02-11 00:00:00","2023-02-11 23:52:00","Mission Bay","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Burglary Tools, Possession Of","230101054"
"2023-02-11 00:00:00","2023-02-11 23:52:00","Mission Bay","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Southern","Malicious Mischief, Vandalism to Property","230101054"
"2023-02-11 00:00:00","2023-02-11 23:52:00","Mission Bay","Burglary","Burglary","Cite or Arrest Adult","Southern","Burglary, Non-residential, Forcible Entry","230101054"
"2023-02-12 00:00:00","2023-02-12 00:00:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving, No License Issued","230103389"
"2023-02-12 00:00:00","2023-02-12 00:00:00","Lone Mountain/USF","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","230104440"
"2023-02-12 00:00:00","2023-02-12 00:00:00","Mission","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Mission","Traffic Violation Arrest","230103389"
"2023-02-12 00:00:00","2023-02-12 00:00:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Truck","230103599"
"2023-02-12 00:00:00","2023-02-12 00:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, $50-$200","236024931"
"2023-02-12 00:00:00","2023-02-12 00:01:00","Western Addition","Vandalism","Vandalism","Open or Active","Northern","Vehicle, Tampering","230104218"
"2023-02-12 00:00:00","2023-02-12 00:01:00","Western Addition","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","230104218"
"2023-02-12 00:00:00","2023-02-12 00:01:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Tire Slashing","230109280"
"2023-02-12 00:00:00","2023-02-12 00:32:00","Visitacion Valley","Burglary","Burglary","Open or Active","Ingleside","Burglary, Store, Forcible Entry","230103436"
"2023-02-12 00:00:00","2023-02-12 00:44:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving, No License Issued","230103420"
"2023-02-12 00:00:00","2023-02-12 00:44:00","Mission","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Mission","Traffic Violation Arrest","230103420"
"2023-02-12 00:00:00","2023-02-12 00:46:00","South of Market","Assault","Assault","Open or Active","Southern","Assault, Aggravated, W/ Force","230103458"
"2023-02-12 00:00:00","2023-02-12 00:48:00","Bayview Hunters Point","Fire Report","Fire Report","Open or Active","Bayview","Fire Report","230103442"
"2023-02-12 00:00:00","2023-02-12 00:49:00","Western Addition","Recovered Vehicle","Recovered Vehicle","Open or Active","Northern","Vehicle, Recovered, Auto","230103486"
"2023-02-12 00:00:00","2023-02-12 01:00:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","230103511"
"2023-02-12 00:00:00","2023-02-12 01:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Pickpocket, $50-$200","230105119"
"2023-02-12 00:00:00","2023-02-12 01:01:00","North Beach","Suspicious Occ","Suspicious Occ","Open or Active","Central","Suspicious Occurrence","230108505"
"2023-02-12 00:00:00","2023-02-12 01:14:00","Chinatown","Assault","Assault","Open or Active","Central","Battery","230103492"
"2023-02-12 00:00:00","2023-02-12 01:14:00","Chinatown","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Investigative Detention","230103492"
"2023-02-12 00:00:00","2023-02-12 01:25:00","Mission","","","Open or Active","Mission","Driving, Stunt Vehicle/Street Racing","230103505"
"2023-02-12 00:00:00","2023-02-12 01:25:00","Mission","Suspicious Occ","Suspicious Occ","Open or Active","Mission","Suspicious Occurrence, possible Shots Fired","230103505"
"2023-02-12 00:00:00","2023-02-12 01:34:00","Mission","Assault","Assault","Open or Active","Mission","Battery with Serious Injuries","230103549"
"2023-02-12 00:00:00","2023-02-12 01:40:00","Tenderloin","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Tenderloin","Traffic Violation Arrest","230103561"
"2023-02-12 00:00:00","2023-02-12 01:40:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Driving, License Suspended or Revoked","230103561"
"2023-02-12 00:00:00","2023-02-12 01:44:00","Potrero Hill","","","Open or Active","Southern","Driving, Stunt Vehicle/Street Racing","230103527"
"2023-02-12 00:00:00","2023-02-12 01:53:00","Financial District/South Beach","","","Open or Active","Southern","Driving, Stunt Vehicle/Street Racing","230103527"
"2023-02-12 00:00:00","2023-02-12 02:00:00","Mission","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Mission","Violation of Restraining Order","230104456"
"2023-02-12 00:00:00","2023-02-12 02:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Locked Vehicle, >$950","230103981"
"2023-02-12 00:00:00","2023-02-12 02:10:00","Portola","Robbery","Robbery","Open or Active","Bayview","Robbery, W/ Gun","230103602"
"2023-02-12 00:00:00","2023-02-12 02:15:00","Nob Hill","Assault","Assault","Open or Active","Northern","Assault, Aggravated, W/ Knife","230103577"
"2023-02-12 00:00:00","2023-02-12 02:25:00","Mission","Robbery","Robbery","Open or Active","Mission","Robbery, Comml. Establ., W/ Gun","230103624"
"2023-02-12 00:00:00","2023-02-12 02:50:00","Excelsior","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Ingleside","Driving, No License Issued","230103668"
"2023-02-12 00:00:00","2023-02-12 02:50:00","Excelsior","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Ingleside","Traffic Violation Arrest","230103668"
"2023-02-12 00:00:00","2023-02-12 03:00:00","Mission","Other","Other","Open or Active","Mission","Death Report, Cause Unknown","230103840"
"2023-02-12 00:00:00","2023-02-12 03:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, >$950","230104268"
"2023-02-12 00:00:00","2023-02-12 03:00:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Resisting, Delaying, or Obstructing  Peace Officer Duties","230103696"
"2023-02-12 00:00:00","2023-02-12 03:00:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Burglary Tools, Possession Of","230103696"
"2023-02-12 00:00:00","2023-02-12 03:00:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Enroute To Outside Jurisdiction","230103696"
"2023-02-12 00:00:00","2023-02-12 03:05:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Battery","230103680"
"2023-02-12 00:00:00","2023-02-12 03:05:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Assault, Non-Aggravated","230103680"
"2023-02-12 00:00:00","2023-02-12 03:10:00","Nob Hill","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","230103646"
"2023-02-12 00:00:00","2023-02-12 03:19:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Battery","230103674"
"2023-02-12 00:00:00","2023-02-12 03:30:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Other Vehicle","230104804"
"2023-02-12 00:00:00","2023-02-12 03:40:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","230105482"
"2023-02-12 00:00:00","2023-02-12 03:44:00","Financial District/South Beach","Assault","Assault","Cite or Arrest Adult","Southern","Battery","230103709"
"2023-02-12 00:00:00","2023-02-12 03:48:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Property","230103721"
"2023-02-12 00:00:00","2023-02-12 04:03:00","Lakeshore","Other Miscellaneous","Other Miscellaneous","Open or Active","Taraval","Conspiracy","230104230"
"2023-02-12 00:00:00","2023-02-12 04:03:00","Lakeshore","Burglary","Burglary","Open or Active","Taraval","Burglary, Store, Att. Forcible Entry","230104230"
"2023-02-12 00:00:00","2023-02-12 04:33:00","West of Twin Peaks","Recovered Vehicle","Recovered Vehicle","Open or Active","Out of SF","Vehicle, Recovered, Auto","230103743"
"2023-02-12 00:00:00","2023-02-12 04:37:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Forcible Entry","230103759"
"2023-02-12 00:00:00","2023-02-12 04:45:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, Vehicle Strip, >$950","230103765"
"2023-02-12 00:00:00","2023-02-12 05:00:00","Treasure Island","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Southern","Domestic Violence (secondary only)","230103834"
"2023-02-12 00:00:00","2023-02-12 05:00:00","Treasure Island","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Southern","Miscellaneous Investigation","230103834"
"2023-02-12 00:00:00","2023-02-12 05:00:00","Sunset/Parkside","Non-Criminal","Non-Criminal","Open or Active","Taraval","Mental Health Detention","230103793"
"2023-02-12 00:00:00","2023-02-12 05:10:00","Lakeshore","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Taraval","Miscellaneous Investigation","230103771"
"2023-02-12 00:00:00","2023-02-12 05:18:00","Tenderloin","Burglary","Burglary","Open or Active","Northern","Burglary, Non-residential, Forcible Entry","230104434"
"2023-02-12 00:00:00","2023-02-12 05:30:00","Potrero Hill","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","230105169"
"2023-02-12 00:00:00","2023-02-12 05:55:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Found  Property","230103806"
"2023-02-12 00:00:00","2023-02-12 06:19:00","Treasure Island","Non-Criminal","Non-Criminal","Open or Active","Southern","Aided Case","230103856"
"2023-02-12 00:00:00","2023-02-12 06:34:00","Sunset/Parkside","Burglary","Burglary","Open or Active","Taraval","Burglary, Non-residential, Forcible Entry","230103828"
"2023-02-12 00:00:00","2023-02-12 07:05:00","Portola","Robbery","Robbery","Open or Active","Bayview","Robbery, W/ Force","230103884"
"2023-02-12 00:00:00","2023-02-12 07:05:00","Portola","Robbery","Robbery","Open or Active","Bayview","Robbery, W/ Force","230103884"
"2023-02-12 00:00:00","2023-02-12 07:35:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, $50-$200","236024919"
"2023-02-12 00:00:00","2023-02-12 07:40:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Shoplifting, >$950","230104202"
"2023-02-12 00:00:00","2023-02-12 07:57:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","230103919"
"2023-02-12 00:00:00","2023-02-12 08:00:00","Haight Ashbury","Burglary","Burglary","Open or Active","Northern","Burglary, Hot Prowl, Forcible Entry","230104036"
"2023-02-12 00:00:00","2023-02-12 08:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230104688"
"2023-02-12 00:00:00","2023-02-12 08:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, Vehicle Strip, >$950","230106349"
"2023-02-12 00:00:00","2023-02-12 08:00:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","230103925"
"2023-02-12 00:00:00","2023-02-12 08:05:00","Inner Sunset","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, Shoplifting, $50-$200","230106634"
"2023-02-12 00:00:00","2023-02-12 08:05:00","Western Addition","Other","Other","Open or Active","Northern","Death Report, Cause Unknown","230104779"
"2023-02-12 00:00:00","2023-02-12 08:05:00","Inner Sunset","Other Miscellaneous","Other Miscellaneous","Open or Active","Park","Conspiracy","230106634"
"2023-02-12 00:00:00","2023-02-12 08:30:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, Bicycle, $50-$200","230104199"
"2023-02-12 00:00:00","2023-02-12 08:32:00","Potrero Hill","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","230098683"
"2023-02-12 00:00:00","2023-02-12 09:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230105238"
"2023-02-12 00:00:00","2023-02-12 09:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, $200-$950","230104531"
"2023-02-12 00:00:00","2023-02-12 09:06:00","Haight Ashbury","Drug Offense","Drug Offense","Cite or Arrest Adult","Park","Narcotics Paraphernalia, Possession of","230104008"
"2023-02-12 00:00:00","2023-02-12 09:06:00","Haight Ashbury","Warrant","Warrant","Cite or Arrest Adult","Park","Warrant Arrest, Enroute To Outside Jurisdiction","230104008"
"2023-02-12 00:00:00","2023-02-12 09:11:00","Outer Mission","Other Offenses","Other Offenses","Cite or Arrest Adult","Ingleside","Air Gun, Possession","230103953"
"2023-02-12 00:00:00","2023-02-12 09:25:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Open or Active","Bayview","Evading a Police Vehicle or Bicycle","230103947"
"2023-02-12 00:00:00","2023-02-12 09:50:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Unlocked Vehicle, $200-$950","230104058"
"2023-02-12 00:00:00","2023-02-12 09:50:00","Tenderloin","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Tenderloin","Vehicle, Stolen, Attempted","230104058"
"2023-02-12 00:00:00","2023-02-12 09:50:00","Outer Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Vehicle","230105084"
"2023-02-12 00:00:00","2023-02-12 10:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Truck","230110782"
"2023-02-12 00:00:00","2023-02-12 10:00:00","Presidio Heights","Lost Property","Lost Property","Open or Active","Richmond","Lost Property","236025434"
"2023-02-12 00:00:00","2023-02-12 10:00:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, $200-$950","230105200"
"2023-02-12 00:00:00","2023-02-12 10:00:00","Bernal Heights","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","230107450"
"2023-02-12 00:00:00","2023-02-12 10:03:00","Bernal Heights","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Ingleside","Miscellaneous Investigation","230104111"
"2023-02-12 00:00:00","2023-02-12 10:17:00","Western Addition","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","230104133"
"2023-02-12 00:00:00","2023-02-12 10:30:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230104484"
"2023-02-12 00:00:00","2023-02-12 10:30:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, $200-$950","230104412"
"2023-02-12 00:00:00","2023-02-12 10:30:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","License Plate, Stolen","230109995"
"2023-02-12 00:00:00","2023-02-12 10:52:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230104393"
"2023-02-12 00:00:00","2023-02-12 10:52:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Property","230105131"
"2023-02-12 00:00:00","2023-02-12 10:52:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230104393"
"2023-02-12 00:00:00","2023-02-12 10:52:00","Nob Hill","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","230104393"
"2023-02-12 00:00:00","2023-02-12 11:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","230107212"
"2023-02-12 00:00:00","2023-02-12 11:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","236025296"
"2023-02-12 00:00:00","2023-02-12 11:08:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230104547"
"2023-02-12 00:00:00","2023-02-12 11:10:00","Financial District/South Beach","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Other Vehicle","230109525"
"2023-02-12 00:00:00","2023-02-12 11:13:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","230104224"
"2023-02-12 00:00:00","2023-02-12 11:13:00","Tenderloin","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Tenderloin","Firearm, Possession of Loaded","230104224"
"2023-02-12 00:00:00","2023-02-12 11:13:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Opiates, Possession For Sale","230104224"
"2023-02-12 00:00:00","2023-02-12 11:16:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, $50-$200","230104252"
"2023-02-12 00:00:00","2023-02-12 11:17:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Safe,  Store","230103759"
"2023-02-12 00:00:00","2023-02-12 11:17:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Forcible Entry","230103759"
"2023-02-12 00:00:00","2023-02-12 11:20:00","Potrero Hill","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, Bicycle, >$950","230105272"
"2023-02-12 00:00:00","2023-02-12 11:20:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Unlocked Vehicle, >$950","236024884"
"2023-02-12 00:00:00","2023-02-12 11:30:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230105103"
"2023-02-12 00:00:00","2023-02-12 11:30:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, $200-$950","230104945"
"2023-02-12 00:00:00","2023-02-12 11:30:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","230104525"
"2023-02-12 00:00:00","2023-02-12 11:40:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","230104296"
"2023-02-12 00:00:00","2023-02-12 11:40:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","236025440"
"2023-02-12 00:00:00","2023-02-12 11:43:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Open or Active","Bayview","Extortion or Blackmail","230104763"
"2023-02-12 00:00:00","2023-02-12 11:44:00","Excelsior","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Auto","230103903"
"2023-02-12 00:00:00","2023-02-12 11:52:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230104428"
"2023-02-12 00:00:00","2023-02-12 12:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Unlocked Vehicle, >$950","236025111"
"2023-02-12 00:00:00","2023-02-12 12:00:00","Chinatown","Lost Property","Lost Property","Open or Active","Out of SF","Lost Property","230106571"
"2023-02-12 00:00:00","2023-02-12 12:00:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","230107331"
"2023-02-12 00:00:00","2023-02-12 12:00:00","Chinatown","Courtesy Report","Courtesy Report","Open or Active","Out of SF","Courtesy Report","230106571"
"2023-02-12 00:00:00","2023-02-12 12:00:00","Castro/Upper Market","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","230106941"
"2023-02-12 00:00:00","2023-02-12 12:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, >$950","230104917"
"2023-02-12 00:00:00","2023-02-12 12:05:00","Bayview Hunters Point","Missing Person","Missing Person","Open or Active","Bayview","Found Person","230103878"
"2023-02-12 00:00:00","2023-02-12 12:10:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, $50-$200","230104519"
"2023-02-12 00:00:00","2023-02-12 12:15:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Truck","230094562"
"2023-02-12 00:00:00","2023-02-12 12:37:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","230104490"
"2023-02-12 00:00:00","2023-02-12 12:43:00","Lincoln Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","230104553"
"2023-02-12 00:00:00","2023-02-12 12:45:00","South of Market","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, <$50","230104644"
"2023-02-12 00:00:00","2023-02-12 12:48:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Shoplifting, $50-$200","230104616"
"2023-02-12 00:00:00","2023-02-12 12:56:00","South of Market","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Southern","Stay Away or Court Order, Non-DV Related","230104707"
"2023-02-12 00:00:00","2023-02-12 12:56:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Marijuana, Possession For Sale","230104707"
"2023-02-12 00:00:00","2023-02-12 12:56:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Loitering Where Narcotics are Sold/Used","230104707"
"2023-02-12 00:00:00","2023-02-12 13:00:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","License Plate, Stolen","230110118"
"2023-02-12 00:00:00","2023-02-12 13:03:00","Potrero Hill","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Recovered, Stolen outside SF","230104575"
"2023-02-12 00:00:00","2023-02-12 13:10:00","Sunset/Parkside","Recovered Vehicle","Recovered Vehicle","Open or Active","Mission","Vehicle, Recovered, Auto","230096938"
"2023-02-12 00:00:00","2023-02-12 13:16:00","Nob Hill","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Investigative Detention","230104650"
"2023-02-12 00:00:00","2023-02-12 13:16:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Building, >$950","230104650"
"2023-02-12 00:00:00","2023-02-12 13:18:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Shoplifting, >$950","230105517"
"2023-02-12 00:00:00","2023-02-12 13:30:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230104735"
"2023-02-12 00:00:00","2023-02-12 13:30:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Investigative Detention","230104810"
"2023-02-12 00:00:00","2023-02-12 13:30:00","Russian Hill","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Vehicle","230104735"
"2023-02-12 00:00:00","2023-02-12 13:33:00","Sunset/Parkside","Missing Person","Missing Person","Open or Active","Taraval","Missing Adult","230104672"
"2023-02-12 00:00:00","2023-02-12 14:00:00","Russian Hill","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Vehicle","230104832"
"2023-02-12 00:00:00","2023-02-12 14:00:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, $200-$950","230104832"
"2023-02-12 00:00:00","2023-02-12 14:12:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Shoplifting, >$950","230107751"
