"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2022-12-17 00:00:00","2022-12-17 21:00:00","Portola","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Locked Vehicle, $200-$950","220864911"
"2022-12-17 00:00:00","2022-12-17 21:00:00","Portola","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","220865298"
"2022-12-17 00:00:00","2022-12-17 21:03:00","Financial District/South Beach","Arson","Arson","Open or Active","Central","Arson","220864256"
"2022-12-17 00:00:00","2022-12-17 21:14:00","Financial District/South Beach","Missing Person","Missing Person","Open or Active","Southern","Found Person","220865812"
"2022-12-17 00:00:00","2022-12-17 21:14:00","Financial District/South Beach","Missing Person","Missing Person","Open or Active","Southern","Missing Adult","220865812"
"2022-12-17 00:00:00","2022-12-17 21:18:00","Bernal Heights","Non-Criminal","Non-Criminal","Open or Active","Ingleside","Found  Property","220864331"
"2022-12-17 00:00:00","2022-12-17 21:51:00","Bernal Heights","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Shoplifting, <$50","220864438"
"2022-12-17 00:00:00","2022-12-17 22:00:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, $50-$200","220864604"
"2022-12-17 00:00:00","2022-12-17 22:00:00","Oceanview/Merced/Ingleside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","220866224"
"2022-12-17 00:00:00","2022-12-17 22:00:00","Excelsior","Larceny Theft","Larceny Theft","Open or Active","Ingleside","License Plate, Stolen","220867711"
"2022-12-17 00:00:00","2022-12-17 22:20:00","Hayes Valley","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Att. Forcible Entry","220864397"
"2022-12-17 00:00:00","2022-12-17 22:25:00","Castro/Upper Market","Suspicious Occ","Suspicious Occ","Open or Active","Park","Suspicious Occurrence","220864375"
"2022-12-17 00:00:00","2022-12-17 22:26:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","220864466"
"2022-12-17 00:00:00","2022-12-17 22:40:00","Financial District/South Beach","Assault","Assault","Cite or Arrest Adult","Southern","Battery","220864416"
"2022-12-17 00:00:00","2022-12-17 22:40:00","Financial District/South Beach","Fraud","Fraud","Cite or Arrest Adult","Southern","False Personation","220864416"
"2022-12-17 00:00:00","2022-12-17 22:40:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Trespassing","220864416"
"2022-12-17 00:00:00","2022-12-17 22:45:00","Lone Mountain/USF","Malicious Mischief","Malicious Mischief","Open or Active","Park","Malicious Mischief, Vandalism to Property","226245250"
"2022-12-17 00:00:00","2022-12-17 23:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Locked Vehicle, >$950","220867222"
"2022-12-17 00:00:00","2022-12-17 23:00:00","West of Twin Peaks","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, <$50","220865458"
"2022-12-17 00:00:00","2022-12-17 23:27:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, Other Property, $50-$200","226245448"
"2022-12-17 00:00:00","2022-12-17 23:31:00","Bayview Hunters Point","Weapons Offense","Weapons Offense","Open or Active","Bayview","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","220864488"
"2022-12-17 00:00:00","2022-12-17 23:40:00","Outer Richmond","Robbery","Robbery","Cite or Arrest Adult","Southern","Carjacking with a Gun","220864137"
"2022-12-17 00:00:00","2022-12-17 23:40:00","Outer Richmond","Robbery","Robbery","Cite or Arrest Adult","Southern","Robbery, W/ Force","220864137"
"2022-12-17 00:00:00","2022-12-17 23:44:00","Noe Valley","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Auto","220864466"
"2022-12-17 00:00:00","2022-12-17 23:50:00","Tenderloin","Robbery","Robbery","Open or Active","Central","Robbery, Att., W/ Gun","220866387"
"2022-12-17 00:00:00","2022-12-17 23:58:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, Other Property, >$950","226245539"
"2022-12-18 00:00:00","2022-12-18 00:00:00","Presidio Heights","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","226245965"
"2022-12-18 00:00:00","2022-12-18 00:00:00","Glen Park","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","220865806"
"2022-12-18 00:00:00","2022-12-18 00:00:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Vehicle","220864820"
"2022-12-18 00:00:00","2022-12-18 00:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Unlocked Vehicle, >$950","226246082"
"2022-12-18 00:00:00","2022-12-18 00:30:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, >$950","226245410"
"2022-12-18 00:00:00","2022-12-18 00:46:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Person, >$950 (other than Pickpocket)","220865339"
"2022-12-18 00:00:00","2022-12-18 01:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, >$950","226245335"
"2022-12-18 00:00:00","2022-12-18 01:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Locked Vehicle, >$950","226246123"
"2022-12-18 00:00:00","2022-12-18 01:08:00","Sunset/Parkside","Assault","Assault","Open or Active","Taraval","Battery","220865414"
"2022-12-18 00:00:00","2022-12-18 01:30:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Assault, Aggravated, W/ Force","220867238"
"2022-12-18 00:00:00","2022-12-18 01:59:00","Financial District/South Beach","Burglary","Burglary","Open or Active","Central","Burglary, Other Bldg., Forcible Entry","220868123"
"2022-12-18 00:00:00","2022-12-18 02:00:00","Visitacion Valley","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Building, <$50","220865088"
"2022-12-18 00:00:00","2022-12-18 02:00:00","Hayes Valley","Missing Person","Missing Person","Open or Active","Park","Missing Adult","220866707"
"2022-12-18 00:00:00","2022-12-18 02:00:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","220864591"
"2022-12-18 00:00:00","2022-12-18 02:00:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Breaking Windows","220864591"
"2022-12-18 00:00:00","2022-12-18 02:00:00","Visitacion Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","220865088"
"2022-12-18 00:00:00","2022-12-18 02:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, Vehicle Strip, >$950","220864557"
"2022-12-18 00:00:00","2022-12-18 02:00:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Vehicle","220868559"
"2022-12-18 00:00:00","2022-12-18 02:00:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","220868559"
"2022-12-18 00:00:00","2022-12-18 02:12:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Driving While Under The Influence Of Alcohol","220864535"
"2022-12-18 00:00:00","2022-12-18 02:12:00","South of Market","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Southern","Traffic Violation Arrest","220864535"
"2022-12-18 00:00:00","2022-12-18 02:18:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, <$50","220868258"
"2022-12-18 00:00:00","2022-12-18 02:19:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Battery","220864579"
"2022-12-18 00:00:00","2022-12-18 02:26:00","Oceanview/Merced/Ingleside","Robbery","Robbery","Open or Active","Taraval","Robbery, W/ Force","220864585"
"2022-12-18 00:00:00","2022-12-18 02:26:00","Oceanview/Merced/Ingleside","Assault","Assault","Open or Active","Taraval","Assault, Aggravated, W/ Force","220864585"
"2022-12-18 00:00:00","2022-12-18 03:00:00","Bernal Heights","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Locked Vehicle, >$950","220866741"
"2022-12-18 00:00:00","2022-12-18 03:06:00","Mission","Recovered Vehicle","Recovered Vehicle","Open or Active","Mission","Vehicle, Recovered, Truck","220860367"
"2022-12-18 00:00:00","2022-12-18 03:33:00","Chinatown","Burglary","Burglary","Open or Active","Central","Burglary, Hotel Under Constr., Forcible Entry","220867589"
"2022-12-18 00:00:00","2022-12-18 03:46:00","Bayview Hunters Point","Fire Report","Fire Report","Open or Active","Bayview","Fire Report","220864648"
"2022-12-18 00:00:00","2022-12-18 03:47:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Apartment House, Att. Forcible Entry","220865373"
"2022-12-18 00:00:00","2022-12-18 03:47:00","Marina","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Conspiracy","220865373"
"2022-12-18 00:00:00","2022-12-18 03:50:00","Potrero Hill","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Breaking Windows","220864610"
"2022-12-18 00:00:00","2022-12-18 03:50:00","Potrero Hill","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Breaking Windows","220864610"
"2022-12-18 00:00:00","2022-12-18 04:00:00","Bayview Hunters Point","Suspicious Occ","Suspicious Occ","Open or Active","Bayview","Suspicious Occurrence","220864698"
"2022-12-18 00:00:00","2022-12-18 04:30:00","Russian Hill","Burglary","Burglary","Cite or Arrest Adult","Central","Burglary, Residence, Att. Forcible Entry","220864632"
"2022-12-18 00:00:00","2022-12-18 04:30:00","Russian Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Burglary Tools, Possession Of","220864632"
"2022-12-18 00:00:00","2022-12-18 04:30:00","Russian Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Probation Violation","220864632"
"2022-12-18 00:00:00","2022-12-18 04:55:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Att. Forcible Entry","220865561"
"2022-12-18 00:00:00","2022-12-18 04:58:00","Visitacion Valley","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Auto","220844985"
"2022-12-18 00:00:00","2022-12-18 05:10:00","South of Market","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Out of SF","Vehicle, Recovered, Stolen outside SF","220864654"
"2022-12-18 00:00:00","2022-12-18 05:10:00","South of Market","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Tenderloin","Vehicle, Recovered, Stolen outside SF","220864654"
"2022-12-18 00:00:00","2022-12-18 05:18:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Truck","220864927"
"2022-12-18 00:00:00","2022-12-18 05:39:00","Visitacion Valley","Fire Report","Fire Report","Open or Active","Ingleside","Fire Report","220864682"
"2022-12-18 00:00:00","2022-12-18 05:45:00","Excelsior","Non-Criminal","Non-Criminal","Open or Active","Ingleside","Found  Property","220864723"
"2022-12-18 00:00:00","2022-12-18 05:59:00","Excelsior","Burglary","Burglary","Open or Active","Ingleside","Burglary, Residence, Forcible Entry","220864717"
"2022-12-18 00:00:00","2022-12-18 05:59:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Vehicle","220864676"
"2022-12-18 00:00:00","2022-12-18 06:00:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","220868195"
"2022-12-18 00:00:00","2022-12-18 06:07:00","Inner Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Unlocked Vehicle, >$950","226245937"
"2022-12-18 00:00:00","2022-12-18 06:40:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Non-residential, Forcible Entry","220870316"
"2022-12-18 00:00:00","2022-12-18 07:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","226245868"
"2022-12-18 00:00:00","2022-12-18 08:00:00","Nob Hill","Suspicious Occ","Suspicious Occ","Open or Active","Central","Suspicious Occurrence","220866945"
"2022-12-18 00:00:00","2022-12-18 08:00:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","220866735"
"2022-12-18 00:00:00","2022-12-18 08:30:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","220864961"
"2022-12-18 00:00:00","2022-12-18 08:45:00","Treasure Island","Missing Person","Missing Person","Open or Active","Southern","Found Person","220864773"
"2022-12-18 00:00:00","2022-12-18 09:00:00","Outer Richmond","Missing Person","Missing Person","Open or Active","Richmond","Missing Adult","220865577"
"2022-12-18 00:00:00","2022-12-18 09:00:00","Financial District/South Beach","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","220864795"
"2022-12-18 00:00:00","2022-12-18 09:10:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, Other Property, >$950","226245329"
"2022-12-18 00:00:00","2022-12-18 09:18:00","Outer Mission","Lost Property","Lost Property","Open or Active","Ingleside","Lost Property","220864808"
"2022-12-18 00:00:00","2022-12-18 09:18:00","Outer Mission","Assault","Assault","Open or Active","Ingleside","Battery","220864808"
"2022-12-18 00:00:00","2022-12-18 09:30:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Building, $200-$950","220865771"
"2022-12-18 00:00:00","2022-12-18 09:45:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220865436"
"2022-12-18 00:00:00","2022-12-18 09:50:00","Chinatown","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","220864864"
"2022-12-18 00:00:00","2022-12-18 09:50:00","Chinatown","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Resisting, Delaying, or Obstructing  Peace Officer Duties","220864864"
"2022-12-18 00:00:00","2022-12-18 10:00:00","Japantown","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","220865185"
"2022-12-18 00:00:00","2022-12-18 10:00:00","Glen Park","Missing Person","Missing Person","Open or Active","Out of SF","Missing Adult","220866127"
"2022-12-18 00:00:00","2022-12-18 10:25:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Gun","220864892"
"2022-12-18 00:00:00","2022-12-18 10:25:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Gun","220864892"
"2022-12-18 00:00:00","2022-12-18 10:25:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Gun","220864892"
"2022-12-18 00:00:00","2022-12-18 10:30:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","220865204"
"2022-12-18 00:00:00","2022-12-18 10:30:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220866434"
"2022-12-18 00:00:00","2022-12-18 10:30:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220864977"
"2022-12-18 00:00:00","2022-12-18 10:30:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","220865204"
"2022-12-18 00:00:00","2022-12-18 10:30:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220865226"
"2022-12-18 00:00:00","2022-12-18 10:49:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220865107"
"2022-12-18 00:00:00","2022-12-18 11:00:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, $200-$950","220865210"
"2022-12-18 00:00:00","2022-12-18 11:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220865135"
"2022-12-18 00:00:00","2022-12-18 11:00:00","Marina","Non-Criminal","Non-Criminal","Open or Active","Northern","Found  Property","220869488"
"2022-12-18 00:00:00","2022-12-18 11:00:00","Presidio","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220865044"
"2022-12-18 00:00:00","2022-12-18 11:10:00","Japantown","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220865191"
"2022-12-18 00:00:00","2022-12-18 11:28:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","220865163"
"2022-12-18 00:00:00","2022-12-18 11:30:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220865050"
"2022-12-18 00:00:00","2022-12-18 11:30:00","Financial District/South Beach","Lost Property","Lost Property","Open or Active","Southern","Lost Property","220865345"
"2022-12-18 00:00:00","2022-12-18 11:30:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","226245943"
"2022-12-18 00:00:00","2022-12-18 11:47:00","Chinatown","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Resisting, Delaying, or Obstructing  Peace Officer Duties","220865113"
"2022-12-18 00:00:00","2022-12-18 11:47:00","Chinatown","Warrant","Warrant","Cite or Arrest Adult","Central","Warrant Arrest, Enroute To Outside Jurisdiction","220865113"
"2022-12-18 00:00:00","2022-12-18 11:47:00","Chinatown","Assault","Assault","Cite or Arrest Adult","Central","Battery","220865113"
"2022-12-18 00:00:00","2022-12-18 11:49:00","Bernal Heights","Burglary","Burglary","Open or Active","Ingleside","Burglary, Residence, Att. Forcible Entry","220865016"
"2022-12-18 00:00:00","2022-12-18 11:53:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Shoplifting, $50-$200","220867147"
"2022-12-18 00:00:00","2022-12-18 11:59:00","Lakeshore","Burglary","Burglary","Open or Active","Taraval","Burglary, Safe,  Store","220869723"
"2022-12-18 00:00:00","2022-12-18 12:00:00","Financial District/South Beach","Recovered Vehicle","Recovered Vehicle","Open or Active","Southern","Vehicle, Recovered, Auto","220764963"
"2022-12-18 00:00:00","2022-12-18 12:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220865442"
"2022-12-18 00:00:00","2022-12-18 12:00:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Found  Property","220865931"
"2022-12-18 00:00:00","2022-12-18 12:00:00","Outer Mission","Forgery And Counterfeiting","Forgery And Counterfeiting","Open or Active","Ingleside","Checks, False, Making, Uttering or Possessing","220870899"
"2022-12-18 00:00:00","2022-12-18 12:00:00","Bayview Hunters Point","Burglary","Burglary","Open or Active","Bayview","Burglary, Other Bldg., Forcible Entry","220867686"
"2022-12-18 00:00:00","2022-12-18 12:00:00","Inner Sunset","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, Vehicle Strip, >$950","220867921"
"2022-12-18 00:00:00","2022-12-18 12:00:00","Nob Hill","Fraud","Fraud","Open or Active","Northern","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","220870344"
"2022-12-18 00:00:00","2022-12-18 12:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","226245909"
"2022-12-18 00:00:00","2022-12-18 12:00:00","Inner Sunset","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","226246054"
"2022-12-18 00:00:00","2022-12-18 12:15:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220865787"
"2022-12-18 00:00:00","2022-12-18 12:25:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, <$50","220865276"
"2022-12-18 00:00:00","2022-12-18 12:43:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Open or Active","Bayview","Evading a Police Vehicle or Bicycle","220865157"
"2022-12-18 00:00:00","2022-12-18 12:44:00","Sunset/Parkside","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Taraval","Miscellaneous Investigation","220865408"
"2022-12-18 00:00:00","2022-12-18 12:45:00","Lincoln Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","226245959"
"2022-12-18 00:00:00","2022-12-18 12:45:00","Sunset/Parkside","Weapons Offense","Weapons Offense","Open or Active","Taraval","Firearm Transfer, Violation","220865737"
"2022-12-18 00:00:00","2022-12-18 12:45:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","220721496"
"2022-12-18 00:00:00","2022-12-18 12:45:00","Sunset/Parkside","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Taraval","Miscellaneous Investigation","220865737"
"2022-12-18 00:00:00","2022-12-18 13:21:00","Tenderloin","Assault","Assault","Open or Active","Northern","Battery","220865248"
"2022-12-18 00:00:00","2022-12-18 13:30:00","Outer Richmond","Missing Person","Missing Person","Open or Active","Richmond","Found Person","220854865"
"2022-12-18 00:00:00","2022-12-18 13:30:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","220865323"
"2022-12-18 00:00:00","2022-12-18 13:30:00","Tenderloin","Assault","Assault","Open or Active","Central","Battery","220865323"
"2022-12-18 00:00:00","2022-12-18 13:45:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220865367"
"2022-12-18 00:00:00","2022-12-18 13:45:00","North Beach","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","220865367"
"2022-12-18 00:00:00","2022-12-18 13:48:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220865721"
"2022-12-18 00:00:00","2022-12-18 13:51:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","220865317"
"2022-12-18 00:00:00","2022-12-18 13:51:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Opiates Offense","220865317"
"2022-12-18 00:00:00","2022-12-18 13:51:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Driving, No License Issued","220865317"
"2022-12-18 00:00:00","2022-12-18 14:00:00","Tenderloin","Assault","Assault","Open or Active","Northern","Assault, Aggravated, W/ Gun","220865652"
"2022-12-18 00:00:00","2022-12-18 14:00:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Building, $50-$200","220868270"
"2022-12-18 00:00:00","2022-12-18 14:00:00","Marina","Non-Criminal","Non-Criminal","Open or Active","Northern","Found  Property","220866917"
"2022-12-18 00:00:00","2022-12-18 14:00:00","Western Addition","Fraud","Fraud","Open or Active","Northern","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","220868270"
"2022-12-18 00:00:00","2022-12-18 14:40:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220865527"
"2022-12-18 00:00:00","2022-12-18 14:54:00","Marina","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","220864977"
"2022-12-18 00:00:00","2022-12-18 15:00:00","Bayview Hunters Point","Non-Criminal","Non-Criminal","Open or Active","Central","Aided Case, Injured or Sick Person","220865470"
"2022-12-18 00:00:00","2022-12-18 15:00:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Assault, Aggravated, W/ Knife","220862341"
"2022-12-18 00:00:00","2022-12-18 15:00:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Assault, Aggravated, W/ Gun","220857411"
"2022-12-18 00:00:00","2022-12-18 15:00:00","Oceanview/Merced/Ingleside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","220869626"
"2022-12-18 00:00:00","2022-12-18 15:05:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Northern","Methamphetamine, Possession For Sale","220865492"
"2022-12-18 00:00:00","2022-12-18 15:05:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Northern","Controlled Substance, Possession For Sale","220865492"
"2022-12-18 00:00:00","2022-12-18 15:05:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Northern","Cocaine, Base/rock, Possession For Sale","220865492"
"2022-12-18 00:00:00","2022-12-18 15:06:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Breaking Windows","220865486"
"2022-12-18 00:00:00","2022-12-18 15:15:00","Financial District/South Beach","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Motorcycle","220866014"
"2022-12-18 00:00:00","2022-12-18 15:22:00","Tenderloin","Other","Other","Open or Active","Central","Death Report, Cause Unknown","220865668"
"2022-12-18 00:00:00","2022-12-18 15:26:00","Bayview Hunters Point","Assault","Assault","Cite or Arrest Adult","Bayview","Assault, Aggravated, W/ Other Weapon","220865618"
"2022-12-18 00:00:00","2022-12-18 15:30:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","220867379"
"2022-12-18 00:00:00","2022-12-18 15:30:00","Hayes Valley","Non-Criminal","Non-Criminal","Open or Active","Northern","Found  Property","220865511"
"2022-12-18 00:00:00","2022-12-18 15:31:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, $200-$950","220865834"
"2022-12-18 00:00:00","2022-12-18 15:40:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Central","Methamphetamine, Possession For Sale","220865599"
"2022-12-18 00:00:00","2022-12-18 15:40:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Central","Methamphetamine, Sale","220865599"
"2022-12-18 00:00:00","2022-12-18 15:40:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Central","Cocaine, Base/rock, Possession For Sale","220865599"
"2022-12-18 00:00:00","2022-12-18 16:00:00","Castro/Upper Market","Suspicious Occ","Suspicious Occ","Open or Active","Park","Suspicious Occurrence","220868399"
"2022-12-18 00:00:00","2022-12-18 16:01:00","Tenderloin","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Northern","Weapon, Tear Gas, Possession by Prohibited Persons","220865680"
"2022-12-18 00:00:00","2022-12-18 16:01:00","Tenderloin","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Northern","Vehicle, Recovered, Stolen outside SF","220865680"
"2022-12-18 00:00:00","2022-12-18 16:01:00","Tenderloin","Stolen Property","Stolen Property","Cite or Arrest Adult","Northern","Stolen Property, Possession with Knowledge, Receiving","220865680"
"2022-12-18 00:00:00","2022-12-18 16:06:00","Outer Richmond","Missing Person","Missing Person","Open or Active","Richmond","Missing Adult","220865577"
"2022-12-18 00:00:00","2022-12-18 16:06:00","Outer Richmond","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","220865577"
